ID,Nome_Empresa,Receita_Anual,Margem_Liquida,Endividamento,Setor,Regiao,Tempo_Operacao,Auditoria_Externa,Rating_Credito,Tipo_Empresa,Politica_Sustentabilidade,Estrategia_Expansao,Gestao_Risco,Cobertura_Seguros,Maturidade_Digital,Governanca_Corporativa,Cultura_Inovacao,Relacao_Comunidade,Risco_Credito,Risco_Compliance,Risco_Mercado
250,"Clark, Day and Scott",4224499,-0.03860156293648672,0.569462255306836,Manufatura,Ásia,2,0,0.9339779741445192,Limitada,Média,Orgânica,Centralizada,Ampla,Inicial,Fraca,Conservadora,Regular,0,1,1
251,Bennett Inc,6046594,0.38144976242543716,0.5481359098552996,Tecnologia,América do Norte,22,1,0.13105863080429037,MEI,Média,Orgânica,Decentralizada,Básica,Intermediária,Alta,Inovadora,Regular,1,0,0
252,Schmitt-Perez,5206799,-0.11576286657550286,0.32568665064223923,Manufatura,América do Norte,32,0,0.7973943579077786,Multinacional,Baixa,Orgânica,Decentralizada,Ampla,Intermediária,Média,Inovadora,Regular,0,1,0
253,"Molina, Patterson and Parker",4427576,-0.1671382499965309,0.9560103379402354,Financeiro,Europa,16,1,0.5079486919064082,Multinacional,Alta,Aquisições,Decentralizada,Nenhuma,Avançada,Média,Conservadora,Boa,0,0,0
254,Jacobs Ltd,5062140,0.06886342804387467,1.9179565234946017,Tecnologia,Europa,18,1,0.750330775819956,S.A.,Média,Parcerias,Centralizada,Básica,Inicial,Fraca,Conservadora,Excelente,1,0,0
255,"Fox, Hayes and Dunlap",2899487,-0.17428764380137046,0.7634600574001505,Tecnologia,Europa,5,0,0.31071532831144744,S.A.,Média,Parcerias,Centralizada,Nenhuma,Intermediária,Fraca,Conservadora,Ruim,1,1,0
256,Wilkins-Perez,3004941,0.4700891840883279,0.8496378445252325,Manufatura,América Latina,36,1,0.5144896023120388,S.A.,Baixa,Orgânica,Centralizada,Ampla,Intermediária,Média,Neutra,Regular,0,0,0
257,Gonzalez-Barnett,8083441,0.37834398705577604,1.6424191784138167,Saúde,Europa,30,1,0.8568353497231763,Limitada,Baixa,Aquisições,Decentralizada,Nenhuma,Intermediária,Alta,Inovadora,Regular,0,0,0
258,Smith Group,5420385,0.3605387809909125,0.5700179502086052,Manufatura,América Latina,45,1,0.4668780991231044,S.A.,Média,Orgânica,Centralizada,Básica,Inicial,Alta,Conservadora,Boa,0,0,0
259,Hall and Sons,2200021,0.24084454609730713,2.252699033016482,Financeiro,América do Norte,19,1,0.3597198619102696,Limitada,Média,Aquisições,Centralizada,Básica,Inicial,Fraca,Inovadora,Regular,1,0,0
260,Wade LLC,9849436,-0.04857318387441256,1.3484572558037307,Financeiro,Ásia,23,1,0.5361553862527361,Multinacional,Alta,Orgânica,Decentralizada,Básica,Avançada,Fraca,Inovadora,Excelente,0,0,0
261,Lucas-Espinoza,7028040,0.1627822566734745,1.1742470567685206,Financeiro,Ásia,34,0,0.7173627530363669,MEI,Média,Aquisições,Centralizada,Nenhuma,Inicial,Média,Inovadora,Excelente,0,0,0
262,Landry Group,718467,0.21809185070123868,1.4387684606300832,Financeiro,Ásia,13,1,0.44356334549850274,Multinacional,Média,Aquisições,Centralizada,Básica,Intermediária,Média,Conservadora,Regular,0,0,0
263,"Robinson, Gordon and Hensley",5433152,0.1675220506021877,0.4984823521988691,Financeiro,Ásia,43,0,0.938876975142273,Multinacional,Baixa,Parcerias,Centralizada,Nenhuma,Avançada,Fraca,Neutra,Boa,0,0,0
264,Jones LLC,7428141,-0.017836642433930915,1.5723355327340232,Saúde,América Latina,29,0,0.29494582404234204,Multinacional,Média,Orgânica,Decentralizada,Ampla,Inicial,Média,Conservadora,Regular,1,1,0
265,Diaz Inc,5172148,0.1606735470203081,0.9714417679216251,Tecnologia,América Latina,36,0,0.4754636061691204,S.A.,Baixa,Parcerias,Centralizada,Ampla,Inicial,Fraca,Inovadora,Regular,0,0,0
266,Morris-Kelly,1807923,0.14383043860803857,2.253247218315085,Manufatura,Europa,22,0,0.7569276593414415,S.A.,Média,Parcerias,Decentralizada,Nenhuma,Inicial,Fraca,Conservadora,Boa,1,0,0
267,Ward PLC,5234207,0.4974350430647069,0.5052500960264468,Manufatura,América Latina,47,0,0.6891210904957582,S.A.,Média,Aquisições,Decentralizada,Básica,Inicial,Alta,Conservadora,Excelente,0,0,0
268,Erickson-Long,8616999,0.42820530363234266,1.3169226492770585,Financeiro,Europa,36,0,0.8636410524171562,MEI,Média,Orgânica,Decentralizada,Nenhuma,Intermediária,Fraca,Inovadora,Ruim,0,0,0
269,Allen PLC,6830886,0.12436652375093392,1.535470310485643,Manufatura,Europa,9,1,0.9968091806811089,S.A.,Alta,Aquisições,Centralizada,Nenhuma,Inicial,Média,Inovadora,Regular,0,0,0
270,Nelson Group,9505634,0.23605616805458304,0.18012064428731495,Financeiro,Ásia,39,1,0.42685832879508956,Limitada,Baixa,Aquisições,Centralizada,Nenhuma,Intermediária,Alta,Conservadora,Excelente,0,0,0
271,"Hendrix, Lang and Walker",5953584,0.32351012286455993,0.9728634994147366,Saúde,América Latina,19,1,0.11115087978331184,Multinacional,Alta,Aquisições,Centralizada,Ampla,Intermediária,Alta,Conservadora,Regular,1,0,0
272,Watson Ltd,8270528,-0.17559438783632259,1.8583245632819987,Saúde,América Latina,38,0,0.030415880807967977,MEI,Média,Orgânica,Decentralizada,Nenhuma,Intermediária,Média,Conservadora,Ruim,1,1,0
273,Parsons-Werner,4401754,0.4264450088594879,2.068906017877536,Tecnologia,Europa,6,1,0.7268769061397716,MEI,Alta,Orgânica,Decentralizada,Ampla,Avançada,Média,Conservadora,Boa,1,0,0
274,"Howard, Mills and Armstrong",2369042,0.40208877149254657,0.8515887875614776,Saúde,Europa,47,1,0.8740136713087157,MEI,Baixa,Aquisições,Centralizada,Nenhuma,Intermediária,Média,Neutra,Excelente,0,0,0
275,Montoya-James,2083509,0.12020246844159509,2.016623853718603,Saúde,América do Norte,15,1,0.22071258594441867,MEI,Média,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Conservadora,Ruim,1,0,0
276,Lozano Inc,7840141,0.07381883625626583,2.422614105048133,Tecnologia,América do Norte,20,0,0.15844803718990597,MEI,Alta,Aquisições,Centralizada,Nenhuma,Avançada,Alta,Neutra,Regular,1,1,0
277,Davis-Mcdonald,216381,-0.008928437600579564,2.1564974465802256,Manufatura,Europa,9,1,0.06220509152569098,Limitada,Alta,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Inovadora,Ruim,1,0,1
278,Rodriguez Inc,1621701,0.13367377983125783,0.3823455715823805,Financeiro,América do Norte,32,0,0.8227029217172064,Multinacional,Baixa,Orgânica,Centralizada,Básica,Intermediária,Fraca,Neutra,Excelente,0,0,0
279,"Harvey, Perez and Lynn",6205525,-0.16893633552673426,1.8753527970052974,Financeiro,América do Norte,4,1,0.31138193989258434,MEI,Alta,Parcerias,Centralizada,Básica,Inicial,Fraca,Inovadora,Boa,1,0,1
280,Meyer Inc,9687994,0.3965354733429054,0.8672003978573073,Manufatura,Europa,18,0,0.4016968927597765,Multinacional,Baixa,Aquisições,Centralizada,Nenhuma,Avançada,Fraca,Neutra,Regular,0,0,0
281,"Fisher, Wiggins and Townsend",3538618,-0.17520434210701846,2.4721983745889835,Tecnologia,Europa,5,0,0.5027501916096123,S.A.,Média,Parcerias,Centralizada,Nenhuma,Avançada,Alta,Inovadora,Boa,1,1,0
282,Hampton-Oliver,8013697,0.03033595575890968,1.2648615595837291,Manufatura,América Latina,20,0,0.8394532342095508,MEI,Média,Parcerias,Centralizada,Nenhuma,Inicial,Alta,Conservadora,Boa,0,1,0
283,"Perez, Lewis and King",2557184,0.45211264182329286,0.3938413560614585,Saúde,Europa,23,1,0.6508332215614849,MEI,Alta,Aquisições,Decentralizada,Nenhuma,Inicial,Fraca,Neutra,Ruim,0,0,0
284,"Daniel, Smith and Williams",4203022,0.31464885816641686,1.8404453152657378,Tecnologia,Europa,11,1,0.6150646298578113,Multinacional,Média,Aquisições,Centralizada,Básica,Inicial,Média,Neutra,Ruim,1,0,0
285,Brown Ltd,1518175,-0.0030263275957312834,0.8752268761269132,Tecnologia,Ásia,37,0,0.1756720999559107,MEI,Média,Orgânica,Decentralizada,Ampla,Avançada,Alta,Inovadora,Excelente,1,1,0
286,Park-Morrow,3906688,-0.023145634227380463,2.492987576995988,Tecnologia,América Latina,22,1,0.5131898917098298,MEI,Alta,Aquisições,Decentralizada,Nenhuma,Intermediária,Fraca,Inovadora,Excelente,1,0,0
287,Galvan-Reyes,7365795,-0.19644250212738185,2.4514778988508525,Financeiro,América Latina,4,0,0.7153810171786552,MEI,Média,Parcerias,Centralizada,Básica,Inicial,Média,Neutra,Boa,1,1,1
288,Castillo-Bell,3872962,0.2870000049948251,1.6747216432493937,Manufatura,América Latina,29,0,0.9732608830304917,Limitada,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Média,Inovadora,Excelente,0,0,0
289,"Peterson, Forbes and Fletcher",4141776,-0.16585149282877884,0.41158347748412216,Tecnologia,Ásia,44,1,0.20140630921335223,Limitada,Baixa,Aquisições,Decentralizada,Nenhuma,Avançada,Fraca,Conservadora,Boa,1,0,0
290,"Clark, Knight and Sanders",2827423,0.17282176358053342,1.7484663944200698,Tecnologia,Europa,34,1,0.009543353067226645,MEI,Baixa,Parcerias,Decentralizada,Ampla,Inicial,Alta,Neutra,Regular,1,0,0
291,Navarro-Reed,5809840,0.4734853808144348,0.3232731675040653,Tecnologia,América Latina,13,1,0.07530143359846975,Limitada,Baixa,Orgânica,Centralizada,Nenhuma,Inicial,Média,Conservadora,Boa,1,0,0
292,"Barrett, Briggs and Gomez",5230397,-0.1233717979618823,0.17047398184574156,Manufatura,América Latina,42,0,0.37585246518197923,S.A.,Alta,Parcerias,Centralizada,Nenhuma,Avançada,Alta,Neutra,Excelente,1,1,0
293,Thomas-Walker,3551356,0.4261359516776472,2.0751002709315665,Financeiro,América do Norte,9,0,0.8205446477459871,MEI,Alta,Orgânica,Centralizada,Ampla,Inicial,Alta,Conservadora,Excelente,1,0,0
294,"Buchanan, Mckenzie and Brown",9620173,0.49403273460153363,0.6034070744408352,Saúde,América Latina,42,1,0.0071420817682450455,S.A.,Média,Parcerias,Centralizada,Ampla,Intermediária,Média,Neutra,Boa,1,0,0
295,Morris-Chapman,3544084,-0.15693808163253548,1.0096651029258337,Financeiro,Europa,31,0,0.4567305928858403,Multinacional,Média,Orgânica,Centralizada,Ampla,Avançada,Fraca,Inovadora,Ruim,0,1,0
296,"Hernandez, Smith and Franklin",3027109,0.41803438839622287,2.4362977359428153,Tecnologia,Europa,7,1,0.32923061534139453,S.A.,Média,Orgânica,Decentralizada,Ampla,Avançada,Média,Neutra,Boa,1,0,0
297,Foster and Sons,7079451,0.1612553143105316,0.9084172044666478,Financeiro,América do Norte,4,0,0.052481710099727574,Multinacional,Média,Aquisições,Decentralizada,Básica,Inicial,Média,Conservadora,Boa,1,0,1
298,Ramirez-Blanchard,8619981,0.434559603611206,0.8115754750799566,Financeiro,América Latina,19,1,0.4502362866726173,MEI,Média,Orgânica,Centralizada,Básica,Avançada,Alta,Neutra,Ruim,0,0,0
299,Pope LLC,7878484,0.19992325934370184,2.3036991990946603,Saúde,América Latina,42,1,0.25474870733671884,Multinacional,Alta,Aquisições,Decentralizada,Básica,Inicial,Fraca,Conservadora,Regular,1,0,0
300,Sanchez-Jones,8603902,0.2634784070745952,0.3657962687654995,Manufatura,América Latina,30,0,0.35188483434700646,Multinacional,Alta,Parcerias,Decentralizada,Nenhuma,Inicial,Alta,Conservadora,Ruim,1,0,0
301,Torres Group,6314624,0.18064523559817944,1.9229977842751163,Manufatura,Ásia,31,1,0.705615304784293,S.A.,Baixa,Parcerias,Decentralizada,Ampla,Avançada,Média,Conservadora,Excelente,1,0,0
302,"Perry, Dixon and Smith",4942611,0.4051450162151439,2.4713573599666576,Financeiro,América Latina,35,1,0.5215509839109671,S.A.,Baixa,Parcerias,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Ruim,1,0,0
303,"Bell, Kim and Mckenzie",6457182,0.31373694326759116,2.263110425859157,Financeiro,Europa,21,0,0.12464742899281334,S.A.,Baixa,Orgânica,Centralizada,Básica,Intermediária,Fraca,Neutra,Excelente,1,0,0
304,"Blanchard, Rodriguez and Davis",4435868,0.1648822185262904,1.6640030048954222,Manufatura,Europa,31,1,0.961414540423639,MEI,Baixa,Parcerias,Centralizada,Nenhuma,Intermediária,Fraca,Conservadora,Excelente,0,0,0
305,Bryan-Murphy,9914996,0.4077125628360828,0.8537459079825568,Manufatura,Ásia,19,0,0.6359107657097384,MEI,Alta,Parcerias,Centralizada,Nenhuma,Inicial,Fraca,Inovadora,Boa,0,0,0
306,"Jones, Thompson and Johnson",2315167,-0.02830012742126583,0.7103727548279601,Saúde,Ásia,31,1,0.7658684256625315,S.A.,Alta,Aquisições,Decentralizada,Nenhuma,Intermediária,Fraca,Conservadora,Boa,0,0,0
307,Clark-Reyes,3986402,-0.08986153820823184,2.0662122516915065,Tecnologia,América Latina,32,0,0.07921315000837081,MEI,Alta,Aquisições,Decentralizada,Básica,Inicial,Média,Neutra,Regular,1,1,0
308,"Baker, Higgins and Lee",6645535,-0.08771992626894955,2.2115725934840684,Financeiro,América do Norte,2,1,0.047058379460018895,MEI,Média,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Inovadora,Excelente,1,0,1
309,"Petersen, Lewis and Davis",6942385,0.03380621512166649,1.3610437901096628,Manufatura,Ásia,10,1,0.01944805036808117,Multinacional,Média,Parcerias,Centralizada,Nenhuma,Avançada,Média,Conservadora,Boa,1,0,0
310,Friedman Group,9178552,-0.032916978089287764,0.6864158578875187,Financeiro,Ásia,2,1,0.18879402777344445,Multinacional,Baixa,Orgânica,Decentralizada,Nenhuma,Inicial,Alta,Conservadora,Excelente,1,0,1
311,"Lopez, Vargas and Harris",788105,0.451063245356817,0.37106370018681656,Financeiro,América Latina,2,1,0.41440839771849514,S.A.,Média,Orgânica,Centralizada,Ampla,Inicial,Fraca,Conservadora,Regular,0,0,1
312,"Roy, Benjamin and Knight",2089173,-0.1259161343199912,0.3092307227963948,Manufatura,América Latina,24,0,0.9358261334028228,MEI,Alta,Parcerias,Centralizada,Básica,Inicial,Fraca,Neutra,Excelente,0,1,0
313,Sanchez Inc,3180761,0.2892935166277113,1.8257858736492534,Saúde,Ásia,17,0,0.4570596592657763,Multinacional,Baixa,Aquisições,Decentralizada,Ampla,Inicial,Média,Inovadora,Regular,1,0,0
314,"Chen, Miller and Scott",1514466,-0.0675449221504959,1.10828494683454,Financeiro,América do Norte,32,0,0.2902551053725294,Limitada,Baixa,Parcerias,Decentralizada,Ampla,Inicial,Fraca,Inovadora,Regular,1,1,0
315,Stephens-Guzman,545101,0.41714599293924504,2.272863698266889,Saúde,Ásia,16,0,0.5619352535196633,MEI,Média,Orgânica,Centralizada,Básica,Inicial,Alta,Inovadora,Regular,1,0,0
316,Holloway Inc,8206609,0.4729207017294351,1.8752111217442329,Manufatura,América Latina,16,0,0.11193457813478924,Limitada,Baixa,Aquisições,Decentralizada,Ampla,Avançada,Fraca,Conservadora,Boa,1,0,0
317,"Bush, Scott and Deleon",7513023,0.12582900613898845,0.559025002995008,Tecnologia,América Latina,46,0,0.6095058910049832,S.A.,Média,Aquisições,Centralizada,Nenhuma,Avançada,Fraca,Inovadora,Ruim,0,0,0
318,Howe-Reed,7713269,0.41535003615969207,1.5730658051576776,Tecnologia,Ásia,39,0,0.5684319543305033,MEI,Média,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Conservadora,Ruim,0,0,0
319,Burns-Roberts,1205534,-0.19639838047169966,1.1452130905555824,Financeiro,América do Norte,31,1,0.7919930334057097,S.A.,Baixa,Parcerias,Decentralizada,Nenhuma,Inicial,Média,Neutra,Boa,0,0,0
320,"Garcia, Pineda and Harris",9713273,0.37396284218567005,1.4853993538446713,Manufatura,Ásia,43,1,0.9866876116170241,S.A.,Média,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Inovadora,Excelente,0,0,0
321,Ellis-Garcia,4453127,-0.03996238693255356,1.871365896012441,Saúde,Ásia,24,1,0.2508734717161105,S.A.,Média,Parcerias,Decentralizada,Básica,Intermediária,Fraca,Conservadora,Boa,1,0,0
322,"Jones, Thompson and Kennedy",7415360,0.43609091648855747,2.034870114409098,Financeiro,América Latina,1,1,0.5096564508037607,S.A.,Média,Orgânica,Centralizada,Ampla,Avançada,Alta,Inovadora,Excelente,1,0,1
323,"Green, Stein and Perry",8173461,-0.19921592196392338,2.124969583376138,Manufatura,América do Norte,11,0,0.9088654063190036,S.A.,Média,Aquisições,Decentralizada,Ampla,Intermediária,Média,Inovadora,Regular,1,1,0
324,Mcdonald Ltd,598863,0.18932721452782986,0.7095396989728593,Manufatura,Europa,21,0,0.7851898844228413,MEI,Baixa,Orgânica,Centralizada,Nenhuma,Avançada,Média,Neutra,Boa,0,0,0
325,Adams Inc,8856262,0.3296450626494542,0.17467743980165845,Saúde,América do Norte,4,0,0.48740630310080757,Limitada,Alta,Parcerias,Decentralizada,Nenhuma,Intermediária,Média,Inovadora,Ruim,0,0,1
326,Bass LLC,2776188,-0.01891816851146444,1.8743073643954555,Financeiro,Ásia,7,1,0.9453716496147778,MEI,Alta,Orgânica,Decentralizada,Ampla,Inicial,Fraca,Neutra,Excelente,1,0,0
327,Anthony-Taylor,3395990,-0.06480699478889487,0.35522494301385904,Manufatura,Ásia,26,0,0.05723669351680938,MEI,Média,Aquisições,Centralizada,Básica,Intermediária,Alta,Inovadora,Boa,1,1,0
328,Phillips Ltd,7882937,-0.14113124287241077,0.8558070126711224,Manufatura,Ásia,47,1,0.930998619712584,MEI,Média,Orgânica,Decentralizada,Ampla,Avançada,Fraca,Inovadora,Boa,0,0,0
329,Miller-Reed,6626818,0.028503503552305052,0.10916112189843315,Manufatura,América do Norte,12,0,0.05050739238280655,Multinacional,Média,Parcerias,Centralizada,Nenhuma,Avançada,Média,Inovadora,Excelente,1,1,0
330,Hines PLC,9981393,0.1918910186161806,1.736006757763888,Saúde,América Latina,31,0,0.5473047441146843,Multinacional,Alta,Aquisições,Decentralizada,Nenhuma,Avançada,Alta,Inovadora,Regular,0,0,0
331,Martinez-Miller,9285687,-0.11890930025381966,0.501116827530931,Financeiro,Ásia,17,0,0.8904409480010858,MEI,Média,Orgânica,Decentralizada,Básica,Intermediária,Fraca,Inovadora,Regular,0,1,0
332,"Smith, Booker and Weiss",5591590,0.0636867533907591,1.6726777832599795,Financeiro,Ásia,33,0,0.2627209435613028,Limitada,Baixa,Orgânica,Centralizada,Ampla,Intermediária,Média,Inovadora,Regular,1,1,0
333,Rogers-Smith,6612440,-0.19364931674309255,2.480182281202813,Financeiro,América do Norte,11,1,0.4722484989451585,MEI,Baixa,Aquisições,Decentralizada,Básica,Avançada,Média,Neutra,Regular,1,0,0
334,Gray Group,6199628,0.3730755943498892,0.2744100918640391,Financeiro,Europa,28,1,0.3243288791369666,S.A.,Baixa,Aquisições,Decentralizada,Básica,Inicial,Fraca,Neutra,Excelente,1,0,0
335,Ellison Group,6655968,-0.11008589733476606,0.2849872286835057,Tecnologia,Europa,32,0,0.9521439170763514,Multinacional,Alta,Parcerias,Centralizada,Nenhuma,Inicial,Média,Conservadora,Ruim,0,1,0
336,Wagner-Harris,2799015,-0.0016599362140929067,0.9169122224000198,Tecnologia,América Latina,1,1,0.8236455947530908,Multinacional,Média,Aquisições,Decentralizada,Ampla,Intermediária,Média,Inovadora,Boa,0,0,1
337,"Snyder, Lewis and Stone",9774733,-0.1871005968832478,2.179327634203221,Financeiro,América Latina,47,0,0.7090015113263796,MEI,Média,Parcerias,Centralizada,Nenhuma,Intermediária,Alta,Neutra,Boa,1,1,0
338,Jones LLC,8937590,0.10256854872475858,0.6172716850991964,Saúde,Ásia,28,0,0.5876269866151087,MEI,Média,Orgânica,Centralizada,Ampla,Avançada,Média,Inovadora,Regular,0,0,0
339,Carrillo-Wilson,1272622,0.3880850519188531,0.9649067678328341,Tecnologia,América do Norte,42,0,0.8205917893241481,Limitada,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Fraca,Inovadora,Excelente,0,0,0
340,Leblanc-Salazar,2603771,0.0745058480116376,0.264412975904751,Manufatura,Ásia,7,0,0.3922670415235471,Limitada,Alta,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Neutra,Ruim,1,1,0
341,Perry-Colon,3277825,-0.07435187360331665,1.9315726990213344,Tecnologia,América Latina,2,1,0.4475518551060619,S.A.,Alta,Aquisições,Decentralizada,Ampla,Avançada,Fraca,Inovadora,Ruim,1,0,1
342,Carter PLC,1096161,0.3275891838353634,1.0799352226226826,Manufatura,América do Norte,42,0,0.7300017210808615,MEI,Alta,Orgânica,Centralizada,Ampla,Avançada,Média,Neutra,Boa,0,0,0
343,Gregory-Cannon,4283839,0.35216488730952095,1.9221969593460229,Financeiro,América do Norte,24,0,0.35775476329371425,MEI,Baixa,Aquisições,Decentralizada,Nenhuma,Intermediária,Alta,Neutra,Regular,1,0,0
344,Pollard-Gillespie,766326,-0.07837256728470327,2.268658826432308,Tecnologia,América Latina,4,1,0.06390094204837382,MEI,Alta,Orgânica,Centralizada,Ampla,Inicial,Alta,Conservadora,Boa,1,0,1
345,"Rodriguez, Kidd and Mitchell",749150,0.3395978759786928,0.658631553043093,Saúde,Europa,44,0,0.07433460888607146,Multinacional,Alta,Orgânica,Decentralizada,Nenhuma,Intermediária,Alta,Conservadora,Boa,1,0,0
346,Wright Group,3475957,0.4631085217794365,2.0377504728158833,Tecnologia,Europa,19,1,0.11536280130570387,S.A.,Alta,Orgânica,Centralizada,Ampla,Inicial,Alta,Conservadora,Ruim,1,0,0
347,Durham Ltd,218834,-0.08353568914740939,0.24182533618780785,Tecnologia,América do Norte,26,0,0.8696813233436628,Limitada,Média,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Conservadora,Excelente,0,1,1
348,Mcgrath Inc,3339576,0.3396890047724948,2.2572337316325934,Tecnologia,Ásia,11,0,0.4722264257562043,Multinacional,Média,Parcerias,Decentralizada,Nenhuma,Inicial,Média,Inovadora,Ruim,1,0,0
349,"Chung, Hamilton and Campbell",5993309,0.2960004032218405,1.6618445141409937,Financeiro,Europa,40,0,0.7128823693447365,Multinacional,Média,Orgânica,Centralizada,Nenhuma,Avançada,Média,Inovadora,Boa,0,0,0
350,Alexander-Davis,6048540,0.13150172190456194,2.1981441379320437,Saúde,Ásia,43,0,0.3929093356048933,Multinacional,Baixa,Parcerias,Centralizada,Básica,Avançada,Alta,Conservadora,Regular,1,0,0
351,"Martin, Beck and Gibbs",4349913,-0.15945567760884122,0.10045215893579656,Tecnologia,Europa,11,0,0.2587109474156345,Multinacional,Baixa,Aquisições,Decentralizada,Ampla,Avançada,Média,Neutra,Regular,1,1,0
352,Foster-Black,4522201,-0.1477139075695022,0.505794568854382,Saúde,Europa,45,0,0.34719216756221194,S.A.,Alta,Aquisições,Centralizada,Nenhuma,Intermediária,Fraca,Neutra,Excelente,1,1,0
353,Hatfield Group,1179600,0.39669026143905334,1.0354225298235809,Financeiro,Ásia,3,1,0.7941823453171836,MEI,Média,Parcerias,Centralizada,Básica,Avançada,Média,Neutra,Excelente,0,0,1
354,White-Cox,9514323,0.4931038609254529,1.0108069680993246,Manufatura,América Latina,12,0,0.6252161250314382,Limitada,Baixa,Aquisições,Decentralizada,Nenhuma,Avançada,Fraca,Neutra,Excelente,0,0,0
355,Johnson LLC,9927141,0.27323658003072804,0.6441529190164256,Tecnologia,Europa,3,1,0.937639779957902,Limitada,Média,Aquisições,Centralizada,Básica,Intermediária,Fraca,Inovadora,Boa,0,0,1
356,"Jackson, Curry and Ingram",3603157,0.112170814907225,1.0158686556812802,Saúde,Europa,42,1,0.679704778576834,Multinacional,Baixa,Orgânica,Centralizada,Nenhuma,Intermediária,Média,Neutra,Boa,0,0,0
357,Murphy LLC,8372874,0.2533015503813353,0.4092369088006116,Saúde,Ásia,27,0,0.5701816317546939,Multinacional,Baixa,Orgânica,Centralizada,Nenhuma,Inicial,Fraca,Neutra,Excelente,0,0,0
358,Howard Ltd,8949851,0.21607710145998169,1.0906267102384624,Financeiro,América Latina,49,1,0.6101960089858345,S.A.,Alta,Orgânica,Centralizada,Básica,Intermediária,Fraca,Conservadora,Regular,0,0,0
359,Castaneda PLC,2085588,0.06852858228393523,2.025650389982234,Tecnologia,Europa,2,0,0.9423714394684146,Multinacional,Alta,Parcerias,Centralizada,Básica,Intermediária,Fraca,Neutra,Regular,1,1,1
360,Reese-Hardy,8740059,-0.15406169879819095,1.2497681514480428,Manufatura,Europa,49,1,0.7882009298667061,Limitada,Baixa,Parcerias,Centralizada,Ampla,Avançada,Fraca,Inovadora,Regular,0,0,0
361,"Woods, Chang and Gibson",4297355,0.37505906318520865,0.14320021346851597,Saúde,América Latina,16,0,0.024041237366437818,Limitada,Alta,Aquisições,Centralizada,Ampla,Inicial,Alta,Neutra,Boa,1,0,0
362,Hunt Ltd,1852683,0.060283470467107185,1.1114656997901937,Tecnologia,Europa,2,1,0.5341396961356972,MEI,Baixa,Orgânica,Centralizada,Básica,Inicial,Média,Neutra,Ruim,0,0,1
363,"Adams, Mitchell and Smith",7816868,0.37314995034996556,0.165220038618026,Manufatura,América Latina,30,1,0.6883384115465648,MEI,Baixa,Parcerias,Decentralizada,Ampla,Intermediária,Alta,Inovadora,Regular,0,0,0
364,Garcia-Obrien,1104646,-0.02324387521813247,2.4189841856963157,Saúde,América Latina,20,0,0.748698478439155,Limitada,Média,Parcerias,Centralizada,Básica,Avançada,Fraca,Conservadora,Regular,1,1,0
365,Sanchez-Villarreal,9460133,-0.19927936410805663,0.4058895026148855,Saúde,Ásia,38,1,0.21314211931393667,Limitada,Alta,Orgânica,Centralizada,Ampla,Avançada,Média,Inovadora,Regular,1,0,0
366,"Russell, Thomas and Stout",3967500,-0.08874320170627045,1.7984519831934849,Manufatura,América do Norte,28,0,0.8671773544513522,S.A.,Alta,Parcerias,Decentralizada,Nenhuma,Avançada,Fraca,Conservadora,Excelente,0,1,0
367,Howard-Cochran,549395,0.12797759173800902,2.4346631749410057,Manufatura,América Latina,25,0,0.9558431471751637,S.A.,Alta,Orgânica,Centralizada,Ampla,Avançada,Média,Neutra,Boa,1,0,0
368,"Ferguson, Smith and Miller",5243901,0.46101254447048085,2.0824937239997725,Financeiro,Ásia,32,0,0.23671530584486977,Limitada,Média,Aquisições,Centralizada,Nenhuma,Intermediária,Alta,Conservadora,Excelente,1,0,0
369,"Williams, Mcneil and Ortiz",6854350,-0.12846446621439672,1.7783569003028887,Tecnologia,América do Norte,10,0,0.8826154575172458,Multinacional,Média,Aquisições,Centralizada,Nenhuma,Avançada,Média,Conservadora,Excelente,0,1,0
370,"Christian, Rivera and Ross",1360386,0.39794684212309617,2.1147061828018403,Tecnologia,Europa,42,0,0.09697876251609538,MEI,Média,Aquisições,Centralizada,Ampla,Inicial,Fraca,Conservadora,Ruim,1,0,0
371,Cooley Inc,3154390,0.1689168673483034,2.4563168638255064,Financeiro,América do Norte,40,1,0.055706836115245184,Limitada,Alta,Orgânica,Centralizada,Básica,Inicial,Média,Neutra,Excelente,1,0,0
372,Ward Inc,7119431,0.3781445360599276,1.591226793408471,Saúde,América Latina,33,1,0.12922380010274936,Multinacional,Alta,Parcerias,Centralizada,Nenhuma,Intermediária,Média,Conservadora,Ruim,1,0,0
373,Mcdonald-Benson,3479569,0.008862101692994805,1.4420435363903834,Manufatura,América Latina,13,1,0.057741079467035994,Limitada,Alta,Aquisições,Decentralizada,Nenhuma,Avançada,Alta,Conservadora,Excelente,1,0,0
